customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation,size,margin,age,age_group,bigger_age_group
2644,Brooke,Alastair,Male,72,1977-09-03,VP Sales,IT,Mass Customer,N,1'; DROP TABLE users--,No,12.0,008 6th Center,3141,VIC,Australia,7,2,803.635,43.0,"(39.0, 49.0]","(30.0, 50.0]"
2645,Ado,Yaldren,Male,20,2000-06-26,Technical Writer,IT,High Net Worth,N,NIL,Yes,1.0,78 Shasta Place,2135,NSW,Australia,12,6,250.135,20.0,"(19.0, 29.0]","(10.0, 30.0]"
2646,Jesselyn,Di Biaggi,Female,14,1972-10-11,Sales Representative,Retail,Mass Customer,N,â,Yes,17.0,40 Veith Circle,4701,QLD,Australia,1,5,402.704,48.0,"(39.0, 49.0]","(30.0, 50.0]"
2647,Marcelia,Blannin,,1,,Physical Therapy Assistant,IT,High Net Worth,N,,No,,10 Kedzie Pass,2770,NSW,Australia,7,8,490.62250000000006,,nan,nan
2648,Saunder,Newens,Male,60,1998-05-09,Account Representative I,,Affluent Customer,N,-1,No,1.0,736 Tomscot Center,4503,QLD,Australia,5,5,876.97,22.0,"(19.0, 29.0]","(10.0, 30.0]"
2649,Merwyn,MacPhail,Male,7,1986-01-16,Dental Hygienist,Health,Affluent Customer,N,â°â´âµâââ,Yes,20.0,9521 Old Shore Trail,2769,NSW,Australia,10,4,967.74,35.0,"(29.0, 39.0]","(30.0, 50.0]"
2650,Candice,Patriskson,Female,33,1995-08-20,Business Systems Development Analyst,IT,Affluent Customer,N,<script>alert('hi')</script>,Yes,10.0,99 Homewood Place,4213,QLD,Australia,8,6,399.13666666666677,25.0,"(19.0, 29.0]","(10.0, 30.0]"
2651,Silvan,Ellison,Male,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,0/0,Yes,10.0,6876 Mandrake Avenue,2298,NSW,Australia,6,9,768.5787500000001,42.0,"(39.0, 49.0]","(30.0, 50.0]"
2652,Kelbee,Bernat,Male,96,1957-12-15,Biostatistician II,,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,15.0,16 Hudson Alley,2234,NSW,Australia,10,5,1063.982,63.0,"(59.0, 69.0]","(50.0, 70.0]"
2653,Aylmer,Glenwright,Male,80,1995-01-05,Food Chemist,Health,Affluent Customer,N,â«testâ«,No,1.0,7163 2nd Point,3931,VIC,Australia,8,9,818.3866666666668,26.0,"(19.0, 29.0]","(10.0, 30.0]"
2654,Dawn,Yakovitch,Female,83,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,,No,13.0,30 Parkside Terrace,2210,NSW,Australia,10,9,611.661111111111,43.0,"(39.0, 49.0]","(30.0, 50.0]"
2655,York,Strongman,Male,56,1966-06-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,"<>?:""{}|_+",No,15.0,19 Fairview Road,4012,QLD,Australia,3,6,754.6566666666668,54.0,"(49.0, 59.0]","(50.0, 70.0]"
2656,Halli,Littledike,Female,80,1959-05-02,Statistician III,,Mass Customer,N,ï¼ï¼ï¼,Yes,10.0,444 Spaight Crossing,3070,VIC,Australia,10,7,591.8214285714286,61.0,"(59.0, 69.0]","(50.0, 70.0]"
2657,Coop,Stancer,Male,20,1991-12-16,Recruiter,,Mass Customer,N,âªâªtestâª,No,5.0,447 Delaware Park,3911,VIC,Australia,5,3,882.9499999999999,29.0,"(19.0, 29.0]","(10.0, 30.0]"
2658,Inger,Barnham,Female,82,1964-02-11,,Manufacturing,Mass Customer,N,Ù¡Ù¢Ù£,Yes,6.0,96 Dayton Park,2190,NSW,Australia,9,5,265.81800000000004,57.0,"(49.0, 59.0]","(50.0, 70.0]"
2659,Konstance,Elgey,Female,81,1974-06-14,Professor,Argiculture,High Net Worth,N,ð©ð½,Yes,11.0,882 Mitchell Place,4151,QLD,Australia,4,12,678.6608333333335,46.0,"(39.0, 49.0]","(30.0, 50.0]"
2661,Dorrie,Meaden,Female,59,1976-12-26,VP Marketing,Financial Services,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,Yes,12.0,17 South Crossing,2770,NSW,Australia,7,5,727.75,44.0,"(39.0, 49.0]","(30.0, 50.0]"
2662,Louisette,Cullimore,Female,53,1977-12-21,Accountant IV,Property,Mass Customer,N,-100,Yes,16.0,648 Rigney Pass,2460,NSW,Australia,2,9,722.2555555555555,43.0,"(39.0, 49.0]","(30.0, 50.0]"
2663,Royce,Pietrowicz,Male,69,1956-08-01,Environmental Tech,Health,Mass Customer,N,-100,Yes,19.0,1 Ronald Regan Hill,2756,NSW,Australia,8,5,407.404,64.0,"(59.0, 69.0]","(50.0, 70.0]"
2664,Raynor,Olech,Male,83,1966-01-16,Engineer II,,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,15.0,359 Briar Crest Road,2155,NSW,Australia,10,7,471.95857142857136,55.0,"(49.0, 59.0]","(50.0, 70.0]"
2665,Seth,Murdie,Male,43,1965-03-28,Project Manager,Telecommunications,Mass Customer,N,ð,Yes,17.0,4543 Service Terrace,2566,NSW,Australia,8,3,1127.8733333333332,55.0,"(49.0, 59.0]","(50.0, 70.0]"
2666,Lyle,Eager,Male,2,1971-02-16,Occupational Therapist,Health,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,9.0,0 Knutson Crossing,2151,NSW,Australia,8,4,356.20500000000004,50.0,"(49.0, 59.0]","(30.0, 50.0]"
2667,Randene,Brown,Female,65,1958-07-17,Product Engineer,Manufacturing,Affluent Customer,N,é¨è½æ ¼,Yes,6.0,28156 School Park,3188,VIC,Australia,10,5,503.08599999999996,62.0,"(59.0, 69.0]","(50.0, 70.0]"
2668,Allan,Govan,Male,27,1978-07-26,Senior Quality Engineer,Health,Mass Customer,N,1;DROP TABLE users,No,18.0,920 Manley Crossing,4226,QLD,Australia,8,5,308.482,42.0,"(39.0, 49.0]","(30.0, 50.0]"
2669,Carrol,Jordin,Male,95,1995-02-18,Business Systems Development Analyst,Property,Affluent Customer,N,"__ï¾(,_,*)",No,1.0,38 Armistice Lane,3250,VIC,Australia,2,3,426.69,26.0,"(19.0, 29.0]","(10.0, 30.0]"
2670,Cam,MacFadyen,Male,53,1977-05-13,VP Accounting,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,18.0,6988 Waxwing Hill,4700,QLD,Australia,3,3,437.12999999999994,43.0,"(39.0, 49.0]","(30.0, 50.0]"
2671,Bridget,Bussons,Female,11,1990-11-09,Analyst Programmer,,Mass Customer,N,0/0,No,11.0,84 Southridge Lane,2799,NSW,Australia,2,7,430.8328571428571,30.0,"(29.0, 39.0]","(10.0, 30.0]"
2672,Talbert,Folliss,Male,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,4.0,8 Eagle Crest Circle,2137,NSW,Australia,12,8,301.8950000000001,35.0,"(29.0, 39.0]","(30.0, 50.0]"
2673,Esma,McOwen,Female,27,1985-04-20,Software Consultant,,Mass Customer,N,"__ï¾(,_,*)",Yes,14.0,571 Golf Alley,2650,NSW,Australia,5,5,228.50799999999998,35.0,"(29.0, 39.0]","(30.0, 50.0]"
2674,Lynsey,Broady,Female,59,1993-02-12,Food Chemist,Health,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,5.0,52408 Autumn Leaf Road,3030,VIC,Australia,7,5,695.628,28.0,"(19.0, 29.0]","(10.0, 30.0]"
2675,Dayle,Girardetti,Female,24,1973-02-25,Media Manager IV,Retail,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,7.0,4 Loomis Hill,2527,NSW,Australia,7,5,528.6479999999999,48.0,"(39.0, 49.0]","(30.0, 50.0]"
2676,Stinky,Marlen,Male,33,1957-01-21,Product Engineer,Retail,Mass Customer,N,âââ,Yes,12.0,1411 Jenifer Center,4670,QLD,Australia,3,6,490.6466666666666,64.0,"(59.0, 69.0]","(50.0, 70.0]"
2677,Zollie,Exell,Male,34,1954-10-08,,Financial Services,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,10.0,336 Fordem Trail,2088,NSW,Australia,12,5,378.344,66.0,"(59.0, 69.0]","(50.0, 70.0]"
2678,Amble,Tandy,Male,33,1976-12-30,Sales Associate,Health,Mass Customer,N,"'""''''""",No,11.0,59 Hoepker Lane,3191,VIC,Australia,11,5,586.4680000000001,44.0,"(39.0, 49.0]","(30.0, 50.0]"
2679,Padriac,Apple,Male,5,1990-06-06,Director of Sales,Financial Services,High Net Worth,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,10.0,2864 Corscot Parkway,2756,NSW,Australia,8,6,556.3116666666667,30.0,"(29.0, 39.0]","(10.0, 30.0]"
2680,Noella,Firk,Female,0,1959-05-11,Financial Analyst,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,14.0,4658 Tennessee Street,3121,VIC,Australia,11,9,395.5755555555556,61.0,"(59.0, 69.0]","(50.0, 70.0]"
2681,Liza,LeEstut,Female,78,1974-09-15,Programmer Analyst III,Manufacturing,Affluent Customer,N,á,Yes,18.0,53485 Sycamore Junction,3192,VIC,Australia,8,5,512.296,46.0,"(39.0, 49.0]","(30.0, 50.0]"
2682,Annamarie,Bouzan,Female,54,1987-11-01,Accountant III,Manufacturing,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,20.0,446 Warrior Pass,4740,QLD,Australia,5,8,386.57750000000004,33.0,"(29.0, 39.0]","(30.0, 50.0]"
2683,Myrta,Rentilll,Female,81,1965-04-14,Biostatistician II,,Affluent Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,6.0,25567 Linden Court,4564,QLD,Australia,8,6,793.4466666666667,55.0,"(49.0, 59.0]","(50.0, 70.0]"
2684,Erastus,Payley,Male,96,1964-03-14,Health Coach IV,Health,Mass Customer,N,1'; DROP TABLE users--,Yes,12.0,111 Hooker Avenue,4860,QLD,Australia,2,9,704.1555555555556,57.0,"(49.0, 59.0]","(50.0, 70.0]"
2685,Demetria,Shoobridge,Female,42,1978-08-06,,,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,No,9.0,51 Dixon Court,2570,NSW,Australia,8,6,506.5783333333333,42.0,"(39.0, 49.0]","(30.0, 50.0]"
2686,Cully,Takos,Male,63,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,4.0,16639 Bunting Circle,3174,VIC,Australia,8,11,556.3390909090908,24.0,"(19.0, 29.0]","(10.0, 30.0]"
2687,Fabe,Smallbone,Male,67,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,â°â´âµ,Yes,20.0,40923 Truax Drive,2208,NSW,Australia,10,7,443.89142857142855,59.0,"(49.0, 59.0]","(50.0, 70.0]"
2688,Shelden,Lorent,Male,53,1977-05-18,Database Administrator III,Property,Mass Customer,N,1,No,13.0,22 Moulton Place,4878,QLD,Australia,4,3,339.25,43.0,"(39.0, 49.0]","(30.0, 50.0]"
2689,Tore,Doerr,Male,17,1978-03-23,Senior Developer,,Mass Customer,N,"""'",No,10.0,52541 Lakewood Gardens Court,3922,VIC,Australia,2,5,322.992,42.0,"(39.0, 49.0]","(30.0, 50.0]"
2690,Sissie,Giordano,Female,17,1980-11-06,Registered Nurse,Health,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,12.0,39746 Eliot Center,2177,NSW,Australia,9,4,270.5375,40.0,"(39.0, 49.0]","(30.0, 50.0]"
2691,Stearn,Boutton,Male,41,1975-11-03,Librarian,Entertainment,Mass Customer,N,-1,No,18.0,7 Springview Lane,2256,NSW,Australia,6,8,386.11499999999995,45.0,"(39.0, 49.0]","(30.0, 50.0]"
2692,Jacklyn,Bromehed,Female,57,1988-12-19,Research Associate,Health,High Net Worth,N,nil,Yes,22.0,8658 Maple Wood Plaza,3020,VIC,Australia,7,3,284.7466666666666,32.0,"(29.0, 39.0]","(30.0, 50.0]"
2693,Abram,Phillipson,Male,91,1968-04-11,Research Assistant III,Health,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,16.0,03 Old Shore Terrace,4078,QLD,Australia,7,6,462.05166666666656,52.0,"(49.0, 59.0]","(50.0, 70.0]"
2694,Teddi,De la Yglesias,Female,48,1985-12-28,Quality Engineer,Retail,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,6.0,99565 Warrior Alley,4510,QLD,Australia,3,4,384.225,35.0,"(29.0, 39.0]","(30.0, 50.0]"
2695,Kippy,Heater,Female,88,1976-08-16,Statistician II,Manufacturing,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,19.0,718 Fair Oaks Point,2068,NSW,Australia,12,9,915.9788888888891,44.0,"(39.0, 49.0]","(30.0, 50.0]"
2696,Isabelle,Bursnoll,,42,,Social Worker,Health,Mass Customer,N,,Yes,,0 Little Fleur Avenue,4031,QLD,Australia,8,4,1035.7175,,nan,nan
2697,Klarika,Yerby,,70,,Legal Assistant,IT,High Net Worth,N,,No,,541 Southridge Trail,2067,NSW,Australia,12,7,660.4514285714286,,nan,nan
2698,Nedi,MacClay,Female,19,1974-06-15,Administrative Officer,Health,High Net Worth,N,!@#$%^&*(),No,20.0,77196 West Crossing,2166,NSW,Australia,8,7,569.6642857142857,46.0,"(39.0, 49.0]","(30.0, 50.0]"
2699,Michal,Woltering,Male,93,1978-05-25,Account Representative IV,Manufacturing,Affluent Customer,N,testâ testâ«,Yes,16.0,7 Fordem Point,3057,VIC,Australia,7,5,351.488,42.0,"(39.0, 49.0]","(30.0, 50.0]"
2700,Ingaberg,Cornillot,Female,22,1994-11-24,GIS Technical Architect,,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,2.0,58 Shelley Crossing,2570,NSW,Australia,8,4,413.03,26.0,"(19.0, 29.0]","(10.0, 30.0]"
2701,Ileana,Timms,Female,13,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,,Yes,7.0,41 Westport Center,3280,VIC,Australia,4,9,540.3855555555555,60.0,"(59.0, 69.0]","(50.0, 70.0]"
2702,Saraann,Gilliard,Female,34,1976-11-30,Electrical Engineer,Manufacturing,Affluent Customer,N,âªâªtestâª,Yes,11.0,8598 Nova Parkway,2758,NSW,Australia,9,9,951.65875,44.0,"(39.0, 49.0]","(30.0, 50.0]"
2703,Peria,Amis,Female,37,1980-04-12,,Manufacturing,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,18.0,4826 Crowley Park,2779,NSW,Australia,7,7,525.6557142857143,40.0,"(39.0, 49.0]","(30.0, 50.0]"
2704,Orlando,Gniewosz,Male,6,1999-02-08,Account Representative IV,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,3.0,3 Vermont Alley,2261,NSW,Australia,5,3,171.1933333333333,22.0,"(19.0, 29.0]","(10.0, 30.0]"
2705,Madalena,MacCaughey,Female,11,1996-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,!@#$%^&*(),No,3.0,7107 Manitowish Road,4815,QLD,Australia,2,9,764.4011111111112,24.0,"(19.0, 29.0]","(10.0, 30.0]"
2706,Kelly,Bilyard,Male,59,1964-07-21,Desktop Support Technician,Retail,Affluent Customer,N,â°â´âµâââ,No,6.0,9304 Birchwood Junction,2070,NSW,Australia,12,3,447.87000000000006,56.0,"(49.0, 59.0]","(50.0, 70.0]"
2707,Tabb,Haberjam,Male,56,1988-12-26,Account Coordinator,Property,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,5.0,91655 Rowland Point,4123,QLD,Australia,8,3,441.07333333333327,32.0,"(29.0, 39.0]","(30.0, 50.0]"
2708,Sophey,Wawer,Female,34,1980-06-18,Product Engineer,,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,10.0,76 Aberg Hill,3028,VIC,Australia,6,3,626.44,40.0,"(39.0, 49.0]","(30.0, 50.0]"
2709,Simone,Boanas,Male,6,1995-03-20,,Financial Services,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,6.0,6418 Sachs Trail,2810,NSW,Australia,1,5,423.07000000000005,25.0,"(19.0, 29.0]","(10.0, 30.0]"
2710,Flory,Standering,Male,77,1998-01-30,,Retail,Mass Customer,N,â¢,No,2.0,86445 Bonner Junction,4660,QLD,Australia,3,4,244.35250000000002,23.0,"(19.0, 29.0]","(10.0, 30.0]"
2711,Steven,Keetley,Male,52,1970-08-31,Biostatistician II,Health,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,6.0,9235 Walton Park,2095,NSW,Australia,11,6,469.145,50.0,"(49.0, 59.0]","(30.0, 50.0]"
2712,Carissa,Hassent,Female,0,1987-06-26,Tax Accountant,Manufacturing,High Net Worth,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,11.0,18652 Springs Plaza,2259,NSW,Australia,7,6,686.0216666666666,33.0,"(29.0, 39.0]","(30.0, 50.0]"
2713,Hadlee,Mackro,Male,55,1954-11-03,Statistician II,Retail,Affluent Customer,N,"'""''''""",Yes,5.0,29895 Crest Line Point,2049,NSW,Australia,11,3,314.22999999999996,66.0,"(59.0, 69.0]","(50.0, 70.0]"
2714,Emmy,Jenton,Female,50,1998-03-17,Occupational Therapist,Health,High Net Worth,N,1'; DROP TABLE users--,Yes,1.0,65 Sunbrook Road,2284,NSW,Australia,4,5,250.49200000000005,23.0,"(19.0, 29.0]","(10.0, 30.0]"
2715,Umberto,Cappineer,Male,27,1962-11-14,Civil Engineer,Manufacturing,Affluent Customer,N,ð©ð½,No,11.0,75 Loftsgordon Hill,3147,VIC,Australia,11,5,644.3619999999999,58.0,"(49.0, 59.0]","(50.0, 70.0]"
2716,Claribel,,Female,46,1967-07-14,Systems Administrator I,Entertainment,Mass Customer,N,Ù¡Ù¢Ù£,No,7.0,122 Chinook Center,2112,NSW,Australia,11,4,259.01250000000005,53.0,"(49.0, 59.0]","(50.0, 70.0]"
2717,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,(ï½¡â â âï½¡),No,13.0,6994 Hanson Place,2580,NSW,Australia,5,10,457.602,39.0,"(29.0, 39.0]","(30.0, 50.0]"
2718,Vernen,Hakonsen,Male,69,1976-12-12,Software Test Engineer II,,High Net Worth,N,-1,Yes,14.0,00662 Ludington Court,3228,VIC,Australia,9,7,540.4714285714286,44.0,"(39.0, 49.0]","(30.0, 50.0]"
2719,Alleyn,Clear,Male,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,N,â°â´âµâââ,Yes,6.0,62 Linden Drive,4209,QLD,Australia,4,3,367.02666666666664,32.0,"(29.0, 39.0]","(30.0, 50.0]"
2720,Shirline,Yellowlee,Female,0,1983-09-02,Account Coordinator,Retail,High Net Worth,N,1/0,No,10.0,831 Daystar Circle,2038,NSW,Australia,12,5,225.51,37.0,"(29.0, 39.0]","(30.0, 50.0]"
2721,Alf,Farnie,Male,3,1969-02-03,,Manufacturing,Mass Customer,N,ï»¿,Yes,17.0,1 Forest Junction,2620,NSW,Australia,10,2,827.71,52.0,"(49.0, 59.0]","(50.0, 70.0]"
2722,Faustine,Peert,Female,1,1987-03-28,,Health,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,8.0,8 Bobwhite Court,3127,VIC,Australia,10,6,325.08666666666664,33.0,"(29.0, 39.0]","(30.0, 50.0]"
2723,Morganne,Smitham,Female,71,1978-04-20,Associate Professor,Manufacturing,Mass Customer,N,â©testâ©,Yes,18.0,8941 Harbort Point,2148,NSW,Australia,9,8,823.875,42.0,"(39.0, 49.0]","(30.0, 50.0]"
2724,Gerome,Dutteridge,Male,92,1994-01-10,Mechanical Systems Engineer,Financial Services,Mass Customer,N,â,No,4.0,3 Independence Street,4073,QLD,Australia,6,4,495.1775,27.0,"(19.0, 29.0]","(10.0, 30.0]"
2725,Sibylla,Langmuir,Female,20,1965-06-19,Senior Quality Engineer,Property,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,11.0,8 Holmberg Street,2444,NSW,Australia,7,4,88.33750000000003,55.0,"(49.0, 59.0]","(50.0, 70.0]"
2726,Bradford,Monkton,Male,49,1976-03-18,Administrative Officer,Financial Services,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,4.0,15776 Thackeray Alley,2261,NSW,Australia,7,10,531.8750000000001,45.0,"(39.0, 49.0]","(30.0, 50.0]"
2727,Kim,Gabbitis,Female,88,1988-07-22,Administrative Officer,Financial Services,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,2.0,05 Lerdahl Place,4215,QLD,Australia,6,5,951.4420000000002,32.0,"(29.0, 39.0]","(30.0, 50.0]"
2728,Imojean,Atyeo,Female,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,19.0,512 Forest Run Center,3188,VIC,Australia,11,8,506.82375,61.0,"(59.0, 69.0]","(50.0, 70.0]"
2729,Meggi,Shipcott,Female,76,2000-05-10,General Manager,,Mass Customer,N,,Yes,1.0,304 Moland Street,3810,VIC,Australia,5,6,880.0583333333334,20.0,"(19.0, 29.0]","(10.0, 30.0]"
2730,Taddeo,Karlicek,Male,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,11.0,63 International Drive,4165,QLD,Australia,7,7,229.1757142857143,60.0,"(59.0, 69.0]","(50.0, 70.0]"
2731,Meagan,Ferry,Female,74,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,1.0,04 Schmedeman Court,2196,NSW,Australia,10,4,378.38,20.0,"(19.0, 29.0]","(10.0, 30.0]"
2732,Clarine,Yushkin,Female,36,1961-03-01,Help Desk Operator,Health,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,No,7.0,5705 Spaight Place,3067,VIC,Australia,9,10,283.39099999999996,60.0,"(59.0, 69.0]","(50.0, 70.0]"
2733,Jordanna,Skyme,Female,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,N,0/0,Yes,17.0,81254 Buhler Trail,4740,QLD,Australia,2,10,869.712222222222,36.0,"(29.0, 39.0]","(30.0, 50.0]"
2734,Hetty,Thormann,Female,35,1957-03-07,,Manufacturing,High Net Worth,N,(ï½¡â â âï½¡),No,10.0,27 Fuller Trail,2233,NSW,Australia,8,3,333.01000000000005,64.0,"(59.0, 69.0]","(50.0, 70.0]"
2735,Ricoriki,Burree,Male,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,ð,Yes,14.0,313 Mifflin Center,4504,QLD,Australia,5,2,418.02,62.0,"(59.0, 69.0]","(50.0, 70.0]"
2736,Max,Awcock,Male,40,1993-01-18,Accounting Assistant IV,,Affluent Customer,N,â°â´âµâââ,Yes,9.0,18 Logan Alley,2159,NSW,Australia,11,5,489.962,28.0,"(19.0, 29.0]","(10.0, 30.0]"
2737,Andras,Yurocjkin,Male,28,1998-07-20,,Retail,Mass Customer,N,1'; DROP TABLE users--,Yes,3.0,86 Hansons Parkway,2211,NSW,Australia,8,9,596.8411111111112,22.0,"(19.0, 29.0]","(10.0, 30.0]"
2738,Lurleen,Shoebridge,Female,77,1997-01-06,Research Nurse,Health,Mass Customer,N,00ËÆ$-,No,5.0,8476 Village Green Park,2774,NSW,Australia,9,5,250.59200000000004,24.0,"(19.0, 29.0]","(10.0, 30.0]"
2739,Alair,Cullingford,Male,48,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,15.0,45454 Spenser Center,3149,VIC,Australia,12,2,228.21,35.0,"(29.0, 39.0]","(30.0, 50.0]"
